coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
doge,1148.3333333333333,921.8392538845011,3,8.0,22,11,99.59282907562351,11,-15.78926054066887,24.08288326548769,"""[6.13456621782853, 23.14415064475583, 22.90112593193692, 24.905601743482116, 13.687358089797113, 125.48727956056663, 392.0533291434064, 471.1076268195062, 11.764907745788403, 3.57632263660017, 0.7588512981904156]""","""[-11.684667836218594, -21.19866271589537, -8.684534927157275, -18.720593326113395, -17.54042998226059, -20.99219119734973, -16.83254716981132, -20.073400250941017, -25.23781616286243, -8.964275126000603, -3.752747252747252]"""
doge,1148.3333333333333,867.5702064765933,3,8.5,21,11,94.93905719433705,10,-17.67594226611143,22.665114247574284,"""[5.542270325549688, 22.105363984674334, 22.495384693411783, 23.50113003470821, 8.380120124314708, 119.8902862098873, 392.0533291434064, 435.7794426462934, 11.764907745788403, 2.0585429314830828, 0.7588512981904156]""","""[-13.048409519711374, -21.19866271589537, -19.49694793707859, -21.09352745888137, -20.99219119734973, -16.83254716981132, -20.073400250941017, -25.23781616286243, -10.12973803600176, -8.656182212581353]"""
doge,1148.3333333333333,838.810059705612,3,9.0,21,11,93.02860450551367,10,-18.450458985503836,21.913760630915846,"""[2.0992841315834267, 21.583737247841942, 20.943424456053158, 23.50113003470821, 8.380120124314708, 115.69636425512607, 380.7488446892676, 435.7794426462934, 11.764907745788403, 2.0585429314830828, 0.7588512981904156]""","""[-14.416131765012548, -22.088280647648425, -20.949139165811808, -21.09352745888137, -20.99219119734973, -17.468987712112344, -20.073400250941017, -25.731338679827264, -13.035410764872516, -8.656182212581353]"""
doge,1148.3333333333333,699.7372903075225,3,9.5,20,9,97.34078799713592,11,-16.029981969700092,18.280509761299573,"""[0.1857907501881637, 18.47471264367817, 19.850824286288713, 21.386350795060128, 6.0789014212382595, 115.69636425512607, 290.37435964226796, 392.25488043458756, 11.764907745788403]""","""[-14.416131765012548, -22.088280647648425, -20.949139165811808, -21.09352745888137, -4.311101905550958, -20.99219119734973, -24.495340710541637, -20.073400250941017, -4.968412942989214, -13.035410764872516, -9.906864857101825]"""
doge,1148.3333333333333,742.5948056644983,3,10.0,18,9,100.00712565386155,9,-17.49659169113952,19.40015457468936,"""[0.1857907501881637, 17.838135089404116, 19.850824286288713, 21.386350795060128, 6.0789014212382595, 109.93078755565641, 290.37435964226796, 422.6540735988618, 11.764907745788403]""","""[-15.08408002345964, -22.088280647648425, -29.239754098360653, -4.311101905550958, -21.749408424041647, -26.267918088737204, -20.073400250941017, -4.968412942989214, -13.68696883852691]"""
doge,1148.3333333333333,679.2031745161219,3,10.5,18,9,94.30785605206151,9,-18.84083666138129,17.744059711596798,"""[0.1857907501881637, 16.818333561988364, 16.917910447761187, 17.318225845508113, 6.0789014212382595, 109.93078755565641, 249.10729988080865, 422.6540735988618, 9.759381406542479]""","""[-15.275682704811445, -24.64127475478314, -29.239754098360653, -4.311101905550958, -24.825603407477523, -26.267918088737204, -21.704516938519447, -4.968412942989214, -18.333265111202063]"""
doge,1148.3333333333333,1480.8531751545454,3,11.0,16,8,204.49669035205196,8,-19.3900434577338,38.68702054104763,"""[0.1857907501881637, 10.463455149501662, 16.917910447761187, 17.318225845508113, 6.0789014212382595, 1155.5817900796915, 422.6540735988618, 6.773375523665211]""","""[-24.64127475478314, -29.239754098360653, -5.139602319801166, -24.825603407477523, -26.267918088737204, -21.704516938519447, -4.968412942989214, -18.333265111202063]"""
doge,1148.3333333333333,1339.006228681693,3,11.5,16,8,189.48810966877468,8,-22.1123310835631,34.98129479865091,"""[0.1857907501881637, 9.696149326584123, 15.715284616899734, 17.318225845508113, 4.259576771309852, 1060.6446098993288, 401.3118646167137, 6.773375523665211]""","""[-24.64127475478314, -29.956967213114755, -7.707953603976801, -24.825603407477523, -33.98623853211009, -27.789836888331234, -9.657509157509164, -18.333265111202063]"""
doge,1148.3333333333333,1285.8381717469033,3,12.0,16,7,209.80409610075714,9,-20.31005566204408,33.59228895710343,"""[9.696149326584123, 15.715284616899734, 17.318225845508113, 4.259576771309852, 1060.6446098993288, 358.1192988195091, 2.875527426160334]""","""[-24.64127475478314, -4.014442353326254, -30.65555141579732, -7.707953603976801, -24.825603407477523, -33.98623853211009, -28.4228855721393, -9.657509157509164, -18.879042161277113]"""
doge,1148.3333333333333,1266.3425685084267,3,12.5,16,6,242.97730407264297,10,-19.152125592743126,33.0829698594364,"""[9.136224650388964, 14.750672536072393, 10.95344175924865, 4.259576771309852, 1060.6446098993288, 358.1192988195091]""","""[-24.64127475478314, -4.014442353326254, -33.589605067064085, -2.4764507989907525, -7.707953603976801, -24.825603407477523, -33.98623853211009, -28.4228855721393, -11.122710622710631, -20.734091214852675]"""
doge,1148.3333333333333,7320.9916742641135,3,13.0,14,5,1501.4879823744172,9,-20.716470845330115,191.25957929862707,"""[9.136224650388964, 12.01977942939342, 10.95344175924865, 4.259576771309852, 7471.070889261745]""","""[-24.64127475478314, -4.014442353326254, -33.589605067064085, -7.186291000841053, -14.279830638953031, -25.251538097491714, -35.05657492354741, -31.30597014925373, -11.122710622710631]"""
doge,1148.3333333333333,9851.671122622338,3,13.5,12,4,2501.9934090213455,8,-19.537814182880766,257.3731207651699,"""[6.462844016236236, 11.583433229441383, 5.222903065704565, 9984.704455774]""","""[-24.64127475478314, -4.014442353326254, -7.186291000841053, -14.279830638953031, -27.191907240889723, -35.97400611620796, -31.30597014925373, -11.708791208791213]"""
doge,1148.3333333333333,9820.239077733848,3,14.0,11,4,2488.292434980409,7,-18.99009459825556,256.5519642949336,"""[6.016793790980871, 8.557779908894753, 5.222903065704565, 9933.372263156056]""","""[-24.64127475478314, -7.569797888879809, -7.186291000841053, -15.511547344110848, -27.191907240889723, -36.48369011213049, -14.346153846153854]"""
doge,1148.3333333333333,9706.923608499237,3,14.5,11,3,3282.310983673145,8,-17.501167815024978,253.5916182191383,"""[8.557779908894753, 5.222903065704565, 9833.152268044836]""","""[-26.19591583254184, -7.679927260839361, -0.46997512224413746, -7.186291000841053, -15.511547344110848, -27.191907240889723, -41.427624872579, -14.346153846153854]"""
doge,1148.3333333333333,9651.049550861548,3,15.0,11,3,3266.98958173053,8,-18.739899291255416,252.13191860015658,"""[8.338589271187267, 5.222903065704565, 9787.407252854699]""","""[-26.19591583254184, -11.74570178180683, -0.46997512224413746, -11.952616172703989, -16.589299461123936, -27.191907240889723, -41.427624872579, -14.346153846153854]"""
doge,1148.3333333333333,8899.103886257497,3,15.5,11,3,3018.74437016509,8,-19.641153029721664,232.4874745321262,"""[8.094346829640948, 5.222903065704565, 9042.915860599924]""","""[-26.19591583254184, -11.74570178180683, -2.5459809556489623, -16.140118713664272, -16.589299461123936, -28.138428774254606, -41.427624872579, -14.346153846153854]"""
doge,1148.3333333333333,8897.210514525208,3,16.0,11,3,3018.45462064877,8,-19.769168427637787,232.4380105391201,"""[7.22509828068016, 5.222903065704565, 9042.915860599924]""","""[-26.19591583254184, -11.74570178180683, -2.5459809556489623, -16.140118713664272, -17.282140107775202, -28.46971131093232, -41.427624872579, -14.346153846153854]"""
doge,1148.3333333333333,8889.95423880145,3,16.5,11,3,3018.45462064877,8,-20.676202893107565,232.24844165228754,"""[7.22509828068016, 5.222903065704565, 9042.915860599924]""","""[-26.19591583254184, -11.74570178180683, -3.5754053358497067, -16.140118713664272, -17.66705157813702, -30.6940369143398, -41.427624872579, -17.963768115942035]"""
doge,1148.3333333333333,8881.674973271769,3,17.0,11,3,3018.2315138319022,8,-21.627446027992427,232.03214734236843,"""[6.555777830077671, 5.222903065704565, 9042.915860599924]""","""[-26.19591583254184, -11.74570178180683, -5.479840439221071, -21.268261483829093, -18.244418783679745, -30.6940369143398, -41.427624872579, -17.963768115942035]"""
doge,1148.3333333333333,8867.812662813714,3,17.5,11,3,3017.811550551736,8,-23.202748605187047,231.66999699658473,"""[5.295887989580441, 5.222903065704565, 9042.915860599924]""","""[-26.536363636363642, -13.24617067833698, -5.479840439221071, -23.788403528198867, -24.672440338722083, -30.6940369143398, -41.427624872579, -19.77710843373494]"""
doge,1148.3333333333333,8910.07479060789,3,18.0,9,2,4535.613921554962,7,-23.021864643147985,232.77408741791297,"""[28.311982510000934, 9042.915860599924]""","""[-13.24617067833698, -7.547267736124219, -23.788403528198867, -24.672440338722083, -30.6940369143398, -41.427624872579, -19.77710843373494]"""
doge,1148.3333333333333,8941.48935914335,3,18.5,8,2,4535.613921554962,6,-21.623080661095553,233.59478732159698,"""[28.311982510000934, 9042.915860599924]""","""[-13.24617067833698, -8.280732607017242, -25.12484249112223, -25.87878787878788, -33.10766682442026, -24.100283486888728]"""
doge,1148.3333333333333,8766.613713701874,3,19.0,8,2,4449.823858138724,6,-22.172333762595837,229.02619281078918,"""[26.093171457810037, 8873.554544819639]""","""[-14.461394185683028, -10.361027708672896, -25.12484249112223, -25.87878787878788, -33.10766682442026, -24.100283486888728]"""
doge,1148.3333333333333,8791.736131762786,3,19.5,7,2,4449.522041170525,5,-21.461590115652818,229.68251142486233,"""[25.48953752141105, 8873.554544819639]""","""[-14.461394185683028, -10.361027708672896, -25.27757837259918, -33.10766682442026, -24.100283486888728]"""
doge,1148.3333333333333,7998.883680974652,3,20.0,7,2,4056.2401422277344,5,-22.71932069616326,208.96938498917814,"""[19.384586582088886, 8093.09569787338]""","""[-14.461394185683028, -14.697477910268514, -25.27757837259918, -33.10766682442026, -26.052486187845304]"""
doge,1148.3333333333333,749.6778224324762,4,3.0,67,20,54.18874662441307,47,-7.108449150123086,19.58519710273523,"""[3.2935399567152572, 3.182615107324265, 15.984310984720675, 23.26407139494072, 2.6077236863292392, 14.494006233517139, 39.5839054157132, 28.086851744746486, 15.487858890575142, 89.51333887297454, 479.6434433805316, 222.35682662566487, 64.38585475840041, 36.3257311061121, 4.9377880184331815, 2.3344671201814085, 5.628830519074424, 15.745791245791242, 3.398145237346762, 13.519832189168579]""","""[-0.8695568803821054, -4.795733489187619, -3.180744171442024, -4.773904891767522, -4.485661858837586, -1.8270321361058655, -5.85691509714724, -5.013944865387703, -5.122083286814784, -3.3618519628408716, -9.629344857260444, -6.099722136461871, -2.989093175444063, -7.802629650259446, -0.9578136463682972, -4.008836389021571, -3.5526315789473695, -3.229688686408511, -8.814212061981245, -11.999165971643034, -14.393900197426653, -0.39677447593897486, -20.67354380134773, -0.8966584530320463, -5.830549329075457, -10.06515145770937, -1.1633165829145806, -5.84706077715045, -12.23428798727129, -3.9402783146501705, -22.864023093284715, -10.478843441466852, -7.79215048769159, -21.749408424041647, -9.711398277004635, -0.8382949932341004, -8.757477243172945, -8.065543071161056, -11.20967741935484, -6.318673883626521, -9.23925501432664, -7.49043414275201, -8.7004555808656, -5.958999183483033, -16.52227525855211, -4.398719608689403, -0.18939276285138712]"""
doge,1148.3333333333333,713.13082558984,4,3.5,54,18,57.78480208231992,36,-9.083211441442176,18.630413440663453,"""[1.8359921862282267, 7.35324697460372, 15.564739218134651, 23.26407139494072, 2.6077236863292392, 18.9638465322184, 29.79070260191541, 24.054079696394684, 14.061473278472876, 85.41540255461176, 479.6434433805316, 222.35682662566487, 43.83971127047255, 39.781433973101045, 4.9377880184331815, 4.065353345841151, 10.428512736236653, 12.162090007627768]""","""[-2.882438618393678, -7.1523297491039335, -4.534853599183597, -2.741965973534987, -5.013944865387703, -5.122083286814784, -2.989093175444063, -10.095145261059482, -3.9013206162875993, -4.47318935021411, -3.708048595292329, -11.999165971643034, -25.119272925318267, -0.39677447593897486, -21.353011166025997, -10.930740960925263, -8.323221788942298, -20.606561974200776, -2.6256281407035233, -5.84706077715045, -8.888094317742558, -23.350197508356118, -12.34393869019972, -22.79058211074301, -1.4825327510917008, -0.8382949932341004, -9.024833209785024, -13.983870967741936, -9.23925501432664, -9.11313868613139, -8.7004555808656, -9.556818181818173, -20.43635640413684, -6.963089238067006, -7.624789207419906, -2.8435137586936947]"""
doge,1148.3333333333333,698.2278677714139,4,4.0,46,19,50.477215197292345,27,-9.660711888042242,18.241076371386722,"""[0.8762953367875543, 7.35324697460372, 11.811712995961033, 23.26407139494072, 2.6077236863292392, 17.36030496802754, 26.72307278520296, 20.51328273244781, 14.061473278472876, 49.4989956007312, 452.2117453510296, 216.46351116083449, 43.83971127047255, 46.78140703517588, 4.9377880184331815, 2.2380211574362083, 9.688989317995064, 1.9520591009116726, 6.883676582761247]""","""[-6.7232795476486045, -7.442652329749096, -4.927349085485506, -5.658567106197002, -5.586248589392227, -5.122083286814784, -3.735407808272127, -10.095145261059482, -3.9013206162875993, -4.648203314094201, -4.947800641872757, -13.698498748957462, -0.39677447593897486, -25.974901835933352, -10.930740960925263, -9.831640518726765, -20.606561974200776, -18.554651919323355, -8.888094317742558, -25.56836827711941, -12.34393869019972, -23.642451490771418, -1.4825327510917008, -2.665087956698228, -9.23925501432664, -10.340909090909093, -3.8867553674024884]"""
doge,1148.3333333333333,1078.2696890472123,4,4.5,37,15,86.07175392628181,22,-9.673028174864326,28.16960000413617,"""[6.454150332367482, 11.811712995961033, 14.665718111817881, 2.073686458778299, 19.70542920029347, 26.72307278520296, 14.797912713472483, 125.38559155398252, 452.2117453510296, 555.3747689159842, 42.781211218664694, 2.725806451612906, 10.182004930156108, 1.9520591009116726, 4.231438773991948]""","""[-7.352739726027394, -8.023297491039422, -5.951762304733495, -1.8542926239419568, -6.281505120973719, -9.584314041592767, -9.85809018567639, -10.095145261059482, -4.4295671313279446, -6.625488735803394, -4.312029299494483, -10.930740960925263, -18.554651919323355, -8.888094317742558, -25.56836827711941, -14.88881371222373, -16.117605300520587, -0.315724815724819, -2.929149797570845, -22.0916101172116, -10.795454545454545, -7.358174161528042]"""
doge,1148.3333333333333,936.8113446803159,4,5.0,34,14,82.06642487622771,20,-10.6059301793436,24.47402642125644,"""[2.815152548150666, 10.0490028894889, 14.665718111817881, 0.4129287598944613, 17.34224406617117, 26.72307278520296, 19.75398028809703, 123.96642217278904, 392.0533291434064, 485.2119780791759, 41.639488706875156, 2.111085661933125, 7.954106280193223, 4.231438773991948]""","""[-8.102676903217045, -6.713203548159184, -5.081075285586182, -7.329107188727013, -9.584314041592767, -9.85809018567639, -9.881344461989624, -8.267646065518411, -5.598240109286117, -10.930740960925263, -19.136950904392755, -8.888094317742558, -25.56836827711941, -14.88881371222373, -16.117605300520587, -4.461584633853539, -4.585733422638978, -22.831893892658844, -4.947079750963538, -9.346040624080073]"""
doge,1148.3333333333333,913.6655765899525,4,5.5,32,12,93.01758849648638,20,-10.127274268394219,23.869347429055363,"""[2.815152548150666, 8.842203898050984, 14.665718111817881, 17.34224406617117, 21.790727024454835, 18.692184858162694, 117.94484100283766, 392.0533291434064, 471.1076268195062, 39.415611814346, 7.309983896940408, 4.231438773991948]""","""[-8.102676903217045, -8.965342709218772, -5.081075285586182, -8.016773575167733, -9.584314041592767, -0.4257294429708147, -9.881344461989624, -8.267646065518411, -5.598240109286117, -10.930740960925263, -20.35364301622654, -1.218778077268639, -7.09090909090909, -27.834235453315298, -17.537387600567904, -7.282713085234096, -8.817089018843408, -23.26372609500308, -4.947079750963538, -9.346040624080073]"""
doge,1148.3333333333333,917.7906748283833,4,6.0,30,13,84.97086764455281,17,-10.99003556181195,23.977114872149347,"""[2.815152548150666, 6.1997751124437945, 14.665718111817881, 17.34224406617117, 21.790727024454835, 15.675932029590555, 117.94484100283766, 392.0533291434064, 465.46887769448455, 36.30814097791016, 7.316711590296495, 6.424315619967791, 0.6155144576544997]""","""[-10.469878521068491, -9.896491770342331, -6.020683067565986, -9.595191506323149, -10.213828296978178, -0.7590810553587457, -10.961312880667714, -8.684534927157275, -10.297945829304863, -10.930740960925263, -20.35364301622654, -17.537387600567904, -10.584033613445383, -10.636452241715402, -23.94231955582973, -5.717906907797227, -10.229172799528992]"""
doge,1148.3333333333333,917.9054084107927,4,6.5,27,12,90.9082683076176,15,-11.532920752041251,23.980112266174558,"""[6.236833134480995, 6.1997751124437945, 14.665718111817881, 16.89192739431574, 21.00866884594695, 15.675932029590555, 117.94484100283766, 392.0533291434064, 465.46887769448455, 22.327346465816927, 6.404231625835183, 6.02173913043478]""","""[-10.469878521068491, -9.896491770342331, -21.19866271589537, -2.1219035202085963, -7.311445341159203, -8.684534927157275, -10.297945829304863, -12.638572123439447, -17.537387600567904, -12.174528301886799, -10.636452241715402, -25.23781616286243, -8.964275126000603, -12.206959706959712, -3.6169573920503306]"""
doge,1148.3333333333333,908.7688741928863,4,7.0,24,12,89.56541890875296,12,-13.8346793926791,23.74142196730327,"""[5.542270325549688, 5.402890926865594, 9.931998669493996, 26.25129533678757, 28.07615757024041, 13.687358089797113, 128.17799783518123, 392.0533291434064, 435.7794426462934, 21.614270434085046, 3.57632263660017, 4.691693290734828]""","""[-10.595660521002289, -22.245152354570642, -14.670478751265845, -11.06053796083389, -14.413526966559887, -18.199952673923327, -12.174528301886799, -11.481156595191681, -25.23781616286243, -8.964275126000603, -13.356109906001448, -3.6169573920503306]"""
doge,1148.3333333333333,831.8864675399602,4,7.5,22,12,82.73848873592962,10,-16.09753972911952,21.73288304168256,"""[2.0992841315834267, 4.239071737814812, 8.298951335408807, 22.90112593193692, 28.07615757024041, 8.380120124314708, 119.8902862098873, 382.4660985618692, 392.25488043458756, 19.920714858721812, 3.57632263660017, 0.7588512981904156]""","""[-11.684667836218594, -21.19866271589537, -18.720593326113395, -17.54042998226059, -18.909843823946993, -17.468987712112344, -15.744667503136757, -25.731338679827264, -8.964275126000603, -5.011930585683293]"""
doge,1148.3333333333333,790.9014778614418,4,8.0,22,12,80.71751934580735,10,-17.770875428824656,20.662157621924457,"""[2.0992841315834267, 2.181992337164759, 8.298951335408807, 22.495384693411783, 24.905601743482116, 8.380120124314708, 119.8902862098873, 372.5673962068838, 392.25488043458756, 11.764907745788403, 3.012575888985254, 0.7588512981904156]""","""[-13.073718679743239, -21.19866271589537, -19.49694793707859, -21.09352745888137, -20.99219119734973, -17.85585323238206, -20.073400250941017, -27.95219000616903, -10.12973803600176, -5.842524773804397]"""
doge,1148.3333333333333,755.7605158823072,4,8.5,21,11,86.1206306278474,10,-19.156642102401413,19.74410636557552,"""[0.1857907501881637, 18.952522734616636, 22.363518790891128, 23.50113003470821, 8.380120124314708, 109.93078755565641, 357.1758845058967, 392.25488043458756, 11.764907745788403, 2.0585429314830828, 0.7588512981904156]""","""[-14.416131765012548, -21.19866271589537, -19.49694793707859, -21.09352745888137, -20.99219119734973, -19.783276450511952, -20.073400250941017, -27.95219000616903, -10.38032691185055, -16.179766330323954]"""
