coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
eth,2327.1666666666665,791.9447313334914,7,3.5,130,56,22.805544771119845,74,-6.556294268232698,10.209127812076806,"""[27.610868273424042, 27.710678210678214, 9.166080843585235, 5.689350077468812, 0.14014573257559315, 25.251388542391574, 1.8251231527093488, 0.9803710297011099, 2.3272945858552303, 37.30993292636975, 70.83410149792097, 87.20886075949367, 57.5144777662875, 37.40846617736431, 7.367473047594008, 33.852324329385326, 15.04307706867724, 35.66003062787136, 29.03592233009709, 48.913919413919416, 56.368515562649655, 5.4206118803037, 2.1484733251314116, 0.6383189940436726, 1.2688296392137406, 28.50091757974847, 29.48956231291124, 16.180875248650196, 48.65542521994135, 13.632472035573718, 9.105227334603859, 1.2636086145497738, 19.179891794409375, 48.61734129400571, 12.156650787834382, 1.2269124060606023, 6.866200606412161, 10.886854503895133, 55.58982385841888, 1.1889085897804625, 8.966011212140614, 30.932098765432087, 1.721171224431191, 58.14653019035858, 28.800824668339903, 7.637005035121518, 21.592233179321678, 47.969505348135215, 4.8454828964038725, 53.61764705882353, 0.35154528672660956, 28.51234567901236, 3.0632235686292133, 8.203387676554966, 17.823388153107256, 25.692799258665318]""","""[-6.5608688112373175, -6.155437249083606, -10.510989010989006, -2.673913043478253, -12.803183150432826, -9.489974314359108, -1.789333693986105, -0.5610926863326905, -3.3126773121504383, -9.71723482955114, -4.803225806451608, -20.919100186124123, -11.462520407099936, -2.423404255319141, -5.8885808773465635, -3.9679959631793116, -7.2709006331567325, -9.198601102161925, -2.987699402069597, -6.564813755938744, -4.185527328714402, -6.424936891077124, -15.873961218836575, -11.122202172328837, -3.1613341233397594, -3.4458179905312987, -11.97109577221743, -7.174168775790923, -1.0338078291814947, -12.149601820250284, -5.839805825242731, -3.487748083399002, -5.211289859235862, -6.968486029889546, -4.143101124520019, -6.1419231957170695, -5.423646979564344, -1.9895020336374671, -6.231130507639496, -6.065795378277155, -4.140325222843327, -10.178356505499064, -7.84281108017002, -0.7802241793434759, -2.441942657398554, -0.7659802659802679, -7.246778289906875, -6.746918065972852, -3.7877484844212512, -2.0111820531950024, -7.8984375000000036, -12.977966796474691, -15.724303103591375, -11.220556093016599, -8.501050303997577, -5.933392215386492, -12.25966140142189, -8.095022932655194, -12.445309566408238, -2.314300960512269, -5.766721477970686, -5.896311749020587, -5.02617957875718, -2.793082173611116, -4.534573857110039, -5.713787786308593, -10.05175386247596, -7.645800276687871, -12.585482302097953, -5.241695483600545, -7.083005423800912, -0.25157483808001224, -1.0302503477051579, -1.1268595839590594]"""
eth,2327.1666666666665,859.3286244218808,7,4.0,104,45,28.786189273813033,59,-7.39067615084247,11.077787896292957,"""[37.760869565217405, 19.196969696969703, 7.153778558875207, 10.714871705358702, 27.65425622710382, 6.209359605911322, 49.222245253295746, 116.70603309415729, 83.3607594936709, 50.48241985522234, 37.40846617736431, 28.6093511185216, 12.749629325846241, 35.66003062787136, 16.53883495145631, 38.93833943833944, 52.350546780072904, 0.5130278029683006, 4.384172627789096, 0.6046933109210411, 40.93162198540647, 24.386838440111426, 15.398666290311198, 47.769794721407635, 13.632472035573718, 12.508084437457887, 1.2636086145497738, 88.92115207735309, 12.156650787834382, 18.904916039174285, 7.986176806456124, 65.0188246097337, 8.33804597369144, 28.043829992755356, 58.14653019035858, 26.00670034378727, 4.891978674421423, 19.85448371176603, 46.73412620404954, 53.61764705882353, 20.69199159611939, 0.8382669000509524, 5.886841436403911, 19.67901324406927, 17.5515999329871]""","""[-8.68644067796611, -8.106837606837598, -14.950549450549445, -19.04679299297935, -2.3820577164366292, -4.852759990273155, -10.908445146014206, -7.107142857142865, -3.6723551904829335, -0.6915381195061061, -6.579696626808158, -7.2709006331567325, -14.404196693514201, -4.331884499472331, -2.139344262295082, -8.678108923186096, -9.40850318123093, -6.531826431978385, -11.122202172328837, -9.491288399816591, -13.169711520667414, -5.839805825242731, -3.487748083399002, -6.105010749784552, -7.734001417799829, -5.335055539503387, -12.411870688767625, -3.980822739920342, -7.757026655992653, -6.349056603773585, -10.178356505499064, -7.84281108017002, -2.0852634698009815, -4.481580833471137, -0.7659802659802679, -3.9129038443102315, -9.894094993581508, -5.3016875294901356, -4.202482780158584, -3.0244111954667496, -16.59056603773585, -6.501961671948104, -11.260604211168749, -0.6606805293005714, -7.608239095315022, -1.765084824811989, -12.25966140142189, -11.517611214035409, -7.299319479197239, -7.8257857968156195, -7.474041069352965, -5.953692341009164, -7.588788971255389, -9.937153294547421, -12.585482302097953, -8.374001371001462, -7.7439281942977845, -3.627226214762788, -5.253510984874833]"""
eth,2327.1666666666665,761.7142511415612,7,4.5,93,41,29.20090830810069,52,-8.375442105587833,9.81942026824329,"""[37.760869565217405, 19.196969696969703, 6.488126529502408, 8.760053159564436, 26.733813469189453, 6.209359605911322, 44.42993947433879, 108.4154929577465, 69.40506329113924, 38.9105480868666, 39.4706261960924, 21.442257217847768, 8.139995157971192, 35.66003062787136, 16.53883495145631, 38.93833943833944, 50.62758201701093, 0.6046933109210411, 37.02517432269684, 24.386838440111426, 15.398666290311198, 45.76392961876833, 10.362036156041873, 11.25611947002021, 1.1252002261036778, 86.35602054691041, 44.02010141253167, 7.986176806456124, 67.47272111148763, 7.023764744547819, 24.40472873460517, 53.523945562605874, 18.14841745081265, 18.26260683681728, 43.08561037939846, 48.34233737596471, 0.35154528672660956, 20.69199159611939, 2.8068196807228927, 17.617834857059936, 14.092058971351989]""","""[-12.397186872069666, -8.106837606837598, -14.950549450549445, -19.04679299297935, -3.838106318238763, -4.852759990273155, -10.908445146014206, -7.107142857142865, -6.674762781475717, -2.1845793605336747, -6.579696626808158, -19.705982973983616, -6.196148511682491, -2.139344262295082, -9.40850318123093, -8.898314014752376, -6.531826431978385, -12.682481502949305, -1.5990572741484643, -9.491288399816591, -5.882556009581504, -6.441991875897735, -10.302482529755249, -5.335055539503387, -13.211691491532335, -9.659308218820195, -9.780960381236143, -6.349056603773585, -12.064874639359587, -8.659065975377407, -3.0353989244143254, -5.526674123532327, -3.9129038443102315, -6.643279334500872, -4.202482780158584, -3.0244111954667496, -19.718193707767202, -0.6424839705533182, -16.95392942142078, -0.6606805293005714, -12.786201396909194, -1.5304293809958585, -12.017290362675894, -7.975847612103545, -9.984945270889837, -7.348974076313073, -9.335988052450581, -12.585482302097953, -12.314949428628607, -9.969913391126708, -6.292134350098528, -8.073546214255586]"""
eth,2327.1666666666665,756.9157700301158,7,5.0,81,39,29.959370903291454,42,-9.797611790434551,9.757562028605662,"""[34.09782608695652, 16.909766454352432, 6.0054588107913025, 5.172112115432466, 16.50245398773006, 6.209359605911322, 44.42993947433879, 108.4154929577465, 69.40506329113924, 38.9105480868666, 39.4706261960924, 56.53849518810149, 33.60541092394078, 16.53883495145631, 34.82409053205356, 46.99439221113923, 0.47988502863914173, 37.02517432269684, 24.386838440111426, 10.0405969526195, 38.067853486520306, 8.512369172216939, 7.702335504154494, 0.42702504098129834, 86.1867924528302, 45.70401582881429, 7.986176806456124, 63.889190105049124, 5.246843744876217, 24.40472873460517, 40.066769071750535, 13.3316773047312, 18.26260683681728, 30.96721845422847, 65.94717444717443, 32.7099754177223, 1.3304533729106938, 17.617834857059936, 14.092058971351989]""","""[-14.40116183930617, -10.504231908590778, -18.66451681116515, -19.04679299297935, -4.371484514061947, -6.618227384835708, -13.710339384372523, -7.107142857142865, -6.674762781475717, -0.6699263652417256, -22.861365263744137, -6.196148511682491, -2.139344262295082, -11.798144437995026, -8.898314014752376, -8.095711451606096, -12.682481502949305, -4.944342731600138, -9.491288399816591, -5.882556009581504, -6.093715523109998, -13.211691491532335, -9.659308218820195, -12.064874639359587, -6.187476062811181, -5.526674123532327, -5.832119723588122, -8.02075270085377, -8.921946662136918, -4.757510993108405, -22.806079664570237, -3.1564037270675436, -16.95392942142078, -5.0243672775710815, -9.192914802239569, -10.787296391244528, -13.310171577004587, -9.335988052450581, -12.797993695902335, -13.082190519092755, -11.944460291384067, -8.073546214255586]"""
eth,2327.1666666666665,844.7441332650728,7,5.5,70,32,38.63559894630512,38,-10.305132447807669,10.889776121729794,"""[34.09782608695652, 12.25993274931422, 16.50245398773006, 2.3682685915091617, 44.42993947433879, 107.11971830985915, 69.40506329113924, 205.80850630850634, 51.50787401574804, 26.832184788157228, 16.53883495145631, 33.378421613935295, 70.98741636705635, 35.43628239770874, 17.205431754874656, 11.010387422796187, 34.382265953816415, 5.2567598316204664, 7.351147174034697, 79.93232657979964, 32.76899706912576, 10.837522606281118, 63.889190105049124, 4.59646390118598, 22.356797874909436, 40.066769071750535, 20.387491264849764, 15.90417459404016, 30.96721845422847, 65.94717444717443, 30.269610687594774, 16.536714555216946]""","""[-16.707729468599034, -14.549586776859499, -20.11196870374286, -4.272116065109705, -19.04679299297935, -0.9889765805953538, -6.618227384835708, -7.107142857142865, -6.674762781475717, -3.545011811151011, -22.861365263744137, -13.104340567612683, -12.031709867782178, -8.898314014752376, -8.095711451606096, -13.36579383605669, -7.224153337503344, -9.491288399816591, -7.555170071328057, -9.17177967578873, -15.782934798752414, -10.72519462876848, -0.1099711717822634, -12.749506068303695, -6.360816475111624, -10.765185445187749, -8.95761922910234, -8.921946662136918, -6.289274847715482, -4.093741044305613, -18.44226957051613, -7.807886638188412, -15.728503686946693, -2.971147027408252, -14.109952833413093, -14.028299221994303, -14.255295544320305, -8.073546214255586]"""
eth,2327.1666666666665,753.7239737086448,7,6.0,66,32,35.702046672146345,34,-11.43357411176584,9.716415904000291,"""[32.750000000000014, 11.812709324872205, 12.99693251533742, 1.693940545160983, 36.39577978608739, 97.15060240963857, 63.860497153003095, 205.80850630850634, 51.50787401574804, 26.832184788157228, 12.988731147973109, 20.46363215195739, 66.22406571415274, 31.367909443280606, 17.205431754874656, 11.010387422796187, 34.382265953816415, 2.842597739484892, 5.587961688776354, 77.62476764071677, 27.148065730914062, 9.807353504404443, 63.889190105049124, 2.9049297699076293, 20.174740484429055, 38.468761975049304, 13.3316773047312, 10.186165572770465, 28.311713910268445, 63.7756680731364, 30.269610687594774, 13.690838886087814]""","""[-14.549586776859499, -23.373757665468386, -5.34954513645906, -19.04679299297935, -0.9889765805953538, -7.01603150608641, -9.926334254978032, -16.470168445415965, -5.069135682619794, -26.434441880817896, -13.104340567612683, -12.522953925009752, -8.898314014752376, -8.095711451606096, -13.36579383605669, -7.224153337503344, -9.491288399816591, -7.555170071328057, -11.664371622799361, -15.782934798752414, -13.21226291864778, -0.5395681419931, -10.372664130974036, -11.648326471751217, -10.260763655918186, -6.289274847715482, -5.766122219093213, -9.554035783496332, -15.728503686946693, -5.802247160181065, -17.114892141990502, -17.00105564617001, -17.969195849546036, -11.552804198097736]"""
eth,2327.1666666666665,801.1824523467807,7,6.5,59,30,37.9767559759292,29,-11.659318170037766,10.328213236583867,"""[27.46739130434783, 9.763571303892476, 12.99693251533742, 1.693940545160983, 36.39577978608739, 94.29813664596271, 63.860497153003095, 176.98179555719423, 47.38067069537834, 26.832184788157228, 9.332238142757625, 20.46363215195739, 60.81381765718807, 31.367909443280606, 17.205431754874656, 6.403230269073818, 31.054999431236507, 0.8118399110616874, 77.62476764071677, 27.148065730914062, 9.807353504404443, 58.36920402984807, 0.004648074369183797, 34.25691268556956, 136.0901693153533, 10.186165572770465, 20.576683013820784, 58.93516121440339, 26.67087173317994, 4.5086777065739385]""","""[-23.373757665468386, -6.40311418685121, -23.94650864830237, -0.9889765805953538, -10.166640146391929, -10.959650341553784, -16.76591230551626, -6.247014852926898, -14.440489889856973, -9.389867102670529, -8.095711451606096, -15.215231788079471, -8.982377695949497, -9.491288399816591, -7.555170071328057, -11.664371622799361, -15.782934798752414, -7.51821984917708, -14.16854426127848, -1.41006726584138, -10.6956745623069, -12.367847914359542, -9.471422338568935, -10.56358845622208, -15.728503686946693, -6.5295905958654235, -17.00105564617001, -20.334645669291337, -12.862049136602167]"""
eth,2327.1666666666665,857.4418360296869,7,7.0,51,26,44.8133067823211,25,-12.308165612426489,11.053464906205232,"""[27.46739130434783, 9.763571303892476, 102.0889570552147, 88.3888888888889, 63.860497153003095, 171.94907364734075, 43.19308026214997, 26.832184788157228, 9.332238142757625, 17.904643675033462, 58.18833695776582, 21.944273635664874, 17.205431754874656, 6.403230269073818, 54.99425548856785, 75.0743921481151, 27.148065730914062, 4.452336665891642, 58.36920402984807, 31.60424405753467, 128.9510243715638, 7.4302274606516905, 18.546575342465754, 58.93516121440339, 26.67087173317994, 8.447819259047748]""","""[-24.754599281031933, -7.376241353331972, -24.452594490711075, -1.2892253581539035, -10.166640146391929, -19.04614032831855, -9.529993618379054, -9.955462044829606, -9.701806593221047, -15.215231788079471, -16.97472420899503, -10.402990600641907, -7.555170071328057, -11.664371622799361, -16.599806921134714, -7.51821984917708, -4.276701167143793, -11.367609780031078, -18.25862068965517, -1.039176626826022, -12.062567538361789, -15.963736263736262, -16.285352271985737, -9.589677381437104, -16.657480314960633]"""
eth,2327.1666666666665,1132.371141422534,7,7.5,45,22,65.01167705340812,23,-12.951554510975848,14.597637001794467,"""[21.753374870197288, 4.704492840607043, 102.0889570552147, 254.65523019932968, 167.81966079823027, 43.19308026214997, 26.201587301587306, 72.7006633499171, 46.161765977687466, 20.56072252113759, 17.205431754874656, 6.403230269073818, 51.7508220886722, 68.00323444122239, 26.903813298708393, 4.452336665891642, 49.22854327479162, 285.2207578539931, 71.0481391798705, 58.93516121440339, 23.85031334708122, 7.415576610337272]""","""[-7.376241353331972, -25.41351697629724, -2.275757055846279, -11.295097423004405, -19.04614032831855, -13.31078932077433, -11.198142669296525, -9.701806593221047, -19.867549668874176, -17.576817392007108, -10.402990600641907, -7.555170071328057, -19.159578176747427, -17.38697460270311, -8.52069153280698, -7.651508478308733, -11.367609780031078, -1.039176626826022, -13.25983370642789, -18.114804660726527, -17.945509837449414, -11.326931275233912, -17.093115622241832]"""
eth,2327.1666666666665,1933.019069920994,7,8.0,40,20,110.91980034227652,20,-14.268846846226825,24.918959577868577,"""[20.4761163032191, 4.704492840607043, 102.0889570552147, 1062.5744029657728, 40.76432934482468, 223.04901151905565, 46.161765977687466, 11.71176018447349, 10.23622143968553, 6.403230269073818, 48.79922346261108, 66.94495345056893, 23.94429610840398, 4.452336665891642, 49.22854327479162, 345.1042496679947, 62.68366057798599, 57.80256578024957, 23.85031334708122, 7.415576610337272]""","""[-8.066281441196473, -26.412876361306854, -6.281933602127473, -11.295097423004405, -23.819861672430317, -15.2007553747821, -12.264945929402169, -10.664961369805795, -17.576817392007108, -10.402990600641907, -7.555170071328057, -20.710310335983586, -8.52069153280698, -7.651508478308733, -11.795572916666664, -18.223357891460005, -18.114804660726527, -19.767921780290852, -13.957962468018632, -17.093115622241832]"""
eth,2327.1666666666665,4019.164068012478,7,8.5,32,18,234.08806832631794,14,-13.8872258472318,51.811898033534774,"""[12.729491173416397, 4.704492840607043, 3210.0521472392643, 39.03632531614183, 194.60957606137478, 40.66794949407593, 11.71176018447349, 10.23622143968553, 81.52131316603645, 66.05887108628546, 23.94429610840398, 4.452336665891642, 47.25120802874489, 319.44687915006637, 62.68366057798599, 56.532916087158085, 23.030859674803732, 4.914925579307256]""","""[-9.495381835218534, -6.281933602127473, -11.295097423004405, -15.2007553747821, -13.37533931927333, -17.576817392007108, -10.605456212746443, -10.986545186670318, -20.710310335983586, -9.501777729892801, -7.651508478308733, -22.550786176742623, -23.673468139756274, -15.515984654731453]"""
eth,2327.1666666666665,4007.736924192321,7,9.0,29,18,231.178577299385,11,-13.952497017873561,51.664588294393596,"""[13.083333333333337, 4.704492840607043, 3210.0521472392643, 26.914055613430556, 194.77202666748215, 40.66794949407593, 11.71176018447349, 9.482802391286555, 65.43023255813955, 66.05887108628546, 23.94429610840398, 1.2765692272830216, 47.25120802874489, 308.95228538132847, 55.40579898921484, 54.45676837915732, 22.134868287112095, 4.914925579307256]""","""[-11.01072791891537, -6.281933602127473, -11.295097423004405, -13.63291139240506, -17.576817392007108, -12.673314993122414, -20.710310335983586, -9.501777729892801, -10.553333333333331, -23.673468139756274, -16.56777493606138]"""
eth,2327.1666666666665,3953.9104433723037,7,9.5,27,18,227.1377118134706,9,-14.952041030018554,50.97069969254564,"""[13.083333333333337, 1.2497304917489038, 3210.0521472392643, 26.914055613430556, 161.10135667131001, 37.87239470725591, 9.120799699643326, 9.155228891982645, 58.471166448230676, 63.57496888498427, 19.506329198740136, 0.750849762066617, 47.25120802874489, 308.95228538132847, 55.0411165401809, 45.52808899702223, 17.581191023051183, 3.2725617301516055]""","""[-16.256219560352772, -6.281933602127473, -16.89817263765328, -17.576817392007108, -13.829713587620462, -9.501777729892801, -10.553333333333331, -24.35767656446436, -19.312724862715395]"""
eth,2327.1666666666665,3958.8764664901514,7,10.0,24,17,238.80696116702293,7,-14.405981907034098,51.03471775178882,"""[13.083333333333337, 1.2497304917489038, 3210.0521472392643, 26.914055613430556, 154.1306667452691, 37.87239470725591, 9.120799699643326, 7.271681270985174, 58.471166448230676, 59.114264919941775, 40.50129225679288, 33.399145087349766, 308.95228538132847, 40.35052282261768, 40.00547497939158, 15.956817112654615, 3.2725617301516055]""","""[-16.256219560352772, -6.281933602127473, -16.89817263765328, -13.829713587620462, -10.462155535419233, -10.553333333333331, -26.560345092732142]"""
eth,2327.1666666666665,3839.205118616603,7,10.5,24,17,232.93356109027502,7,-17.237917131153058,49.492008977367945,"""[8.499897844519362, 1.2497304917489038, 3131.1832157529734, 24.760960334029225, 154.1306667452691, 33.500691861973536, 6.731314360216066, 7.271681270985174, 58.471166448230676, 59.114264919941775, 40.50129225679288, 32.150055235055845, 308.95228538132847, 38.33455789206993, 40.00547497939158, 14.959957749183777, 0.0533250109652853]""","""[-30.123526429205228, -8.63817330210772, -16.89817263765328, -13.829713587620462, -10.462155535419233, -14.15333333333333, -26.560345092732142]"""
eth,2327.1666666666665,3652.2302439045347,7,11.0,24,16,235.8288508007632,8,-15.128921113459675,47.08167613713502,"""[8.499897844519362, 0.752176797412734, 2965.293098492017, 22.5174081237911, 154.1306667452691, 32.7802890198271, 1.174507045489935, 5.650192449430846, 58.471166448230676, 56.66115934806227, 40.50129225679288, 32.150055235055845, 306.47554697554693, 38.33455789206993, 40.00547497939158, 9.864123159303892]""","""[-30.123526429205228, -10.955001672800268, -16.89817263765328, -10.986545186670318, -11.147976725733944, -14.15333333333333, -26.560345092732142, -0.2064678295489113]"""
eth,2327.1666666666665,3642.402948229789,7,11.5,22,14,265.4447788160341,8,-9.227994399336048,46.95499038038832,"""[9.669659688461143, 2965.293098492017, 22.5174081237911, 152.83137829912025, 25.075929490426493, 5.650192449430846, 58.471166448230676, 53.03151862464185, 40.50129225679288, 32.150055235055845, 269.9959836797144, 31.169622498099823, 40.00547497939158, 9.864123159303892]""","""[-10.955001672800268, -0.5746330541504152, -17.361024284683815, -13.888547558848748, -2.437837690411718, -11.147976725733944, -14.556693916551646, -2.90224029150782]"""
eth,2327.1666666666665,3575.2205086718077,7,12.0,22,14,260.95268163950067,8,-9.764629285150157,46.08892727643955,"""[9.669659688461143, 2965.293098492017, 13.674668495656146, 128.4738546968996, 20.896008509776106, 3.9140529031201385, 58.471166448230676, 42.909742120343836, 34.40593121239963, 31.164230019493164, 269.1382231720348, 29.698416675017537, 37.88006614981165, 7.748424369747909]""","""[-10.955001672800268, -0.5746330541504152, -17.851927546685896, -13.888547558848748, -2.437837690411718, -13.64273961332785, -15.864106853468549, -2.90224029150782]"""
eth,2327.1666666666665,3586.082057761828,7,12.5,21,13,282.39337154947964,8,-10.628971547675823,46.22894581373122,"""[9.669659688461143, 2961.222488038278, 12.431066973203182, 128.4738546968996, 20.896008509776106, 3.9140529031201385, 58.471166448230676, 42.909742120343836, 100.13234843289945, 266.76491405460064, 21.8369075057621, 37.88006614981165, 6.51155462184874]""","""[-12.677985948477748, -0.5746330541504152, -18.50913681173359, -13.888547558848748, -5.749689170912012, -14.865432692307692, -15.864106853468549, -2.90224029150782]"""
eth,2327.1666666666665,3532.17346514712,7,13.0,21,13,278.96131607385473,8,-11.79045547662393,45.53399869128995,"""[8.224175070987958, 2934.5748215429126, 9.970432089662284, 141.48428951309717, 20.896008509776106, 3.9140529031201385, 52.77653997378769, 42.909742120343836, 100.13234843289945, 248.65409016629823, 21.18584664402027, 35.63007852509391, 6.144683468111279]""","""[-13.687267465895001, -4.452316185294821, -19.998707699705474, -13.888547558848748, -5.749689170912012, -15.905183052241865, -15.864106853468549, -4.777825826624972]"""
eth,2327.1666666666665,3483.085639416355,7,13.5,20,12,298.89074202067906,8,-12.950408103974286,44.90119709911509,"""[6.588436686276396, 2886.1977829638276, 9.970432089662284, 130.4139458672169, 20.896008509776106, 91.04860371795922, 40.85423286026971, 100.13234843289945, 248.65409016629823, 17.233193240290856, 31.855555555555554, 2.8442741581164457]""","""[-13.687267465895001, -5.596407712617013, -21.014748066232762, -13.888547558848748, -7.801474507017231, -17.984845588235284, -16.739846862227736, -6.890127070720508]"""
eth,2327.1666666666665,3202.5397349852906,7,14.0,18,12,273.6875954729852,6,-13.618568448421977,41.28462023185221,"""[6.588436686276396, 2594.949241540257, 9.258241758241752, 121.6446777521544, 19.28522946003445, 100.46228198298823, 40.85423286026971, 98.30678651970413, 248.65409016629823, 13.038080276699235, 30.650910158543763, 0.5589365143550251]""","""[-16.336734693877546, -5.596407712617013, -21.014748066232762, -13.888547558848748, -17.984845588235284, -6.890127070720508]"""
eth,2327.1666666666665,3636.035887592034,7,14.5,16,10,370.1172229441448,6,-10.856056974902259,46.872911248769334,"""[2594.949241540257, 7.1679841897233105, 118.5080172310638, 16.385827170499436, 93.83800154652462, 37.571030148979744, 798.6047131123643, 8.449675098103928, 25.13880288957688, 0.5589365143550251]""","""[-0.23814898419864633, -16.336734693877546, -6.79650372029763, -15.538155992631332, -18.877211024269837, -7.349587434138577]"""
eth,2327.1666666666665,3369.5122722618908,7,15.0,16,9,382.59566648599116,7,-10.54981801600411,43.43709868990477,"""[2376.9774774774774, 3.0357527847646333, 92.78407323202107, 16.385827170499436, 93.83800154652462, 37.571030148979744, 793.7778036469664, 3.852229477110683, 25.13880288957688]""","""[-0.23814898419864633, -17.520408163265312, -6.79650372029763, -15.538155992631332, -20.450577437087098, -4.973368139814203, -8.33156367473455]"""
eth,2327.1666666666665,3313.263568252289,7,15.5,16,8,424.5689398078791,8,-10.410993776342877,42.71198469422131,"""[2376.9774774774774, 92.78407323202107, 9.779406017975763, 93.83800154652462, 32.923172430295466, 763.3287580118514, 3.852229477110683, 23.068400269776426]""","""[-0.23814898419864633, -17.89130434782609, -6.79650372029763, -0.5728281602219651, -16.894412212295073, -24.96416864188814, -4.973368139814203, -10.957216004201266]"""
eth,2327.1666666666665,3264.155433012607,7,16.0,15,7,478.1865867496493,8,-10.393834279367212,42.07892128785141,"""[2376.9774774774774, 92.42048610074346, 9.779406017975763, 87.1593230353676, 32.923172430295466, 727.6533438142459, 20.392898371439493]""","""[-0.23814898419864633, -10.999763518839671, -0.5728281602219651, -18.56367288920706, -24.96416864188814, -9.871337490037966, -4.973368139814203, -12.96738641073003]"""
eth,2327.1666666666665,3245.299946118477,7,16.5,15,7,475.5668032185422,8,-10.458459551414801,41.83585119969389,"""[2376.9774774774774, 84.18484524446028, 8.72235248143806, 87.1593230353676, 27.028089887640448, 727.6533438142459, 17.24219058916567]""","""[-0.23814898419864633, -10.999763518839671, -0.5728281602219651, -18.56367288920706, -24.96416864188814, -9.871337490037966, -5.49037031619493, -12.96738641073003]"""
eth,2327.1666666666665,3207.046134515839,7,17.0,15,7,471.3919737027744,8,-11.587210175447673,41.34271318576603,"""[2376.9774774774774, 67.05220953040268, 3.4663931223134057, 83.84724317077257, 27.028089887640448, 727.6533438142459, 13.71905891656781]""","""[-0.23814898419864633, -10.999763518839671, -5.822790442938322, -18.56367288920706, -25.322805661482338, -9.871337490037966, -8.911776006147338, -12.96738641073003]"""
eth,2327.1666666666665,3161.245004334197,7,17.5,15,7,465.12222361396346,8,-11.826320120443455,40.75228108430534,"""[2376.9774774774774, 67.05220953040268, 3.4663931223134057, 82.08129423473939, 27.028089887640448, 685.5310421286031, 13.71905891656781]""","""[-0.23814898419864633, -10.999763518839671, -5.822790442938322, -18.88097037324818, -26.417499258086856, -9.871337490037966, -9.412664485467968, -12.96738641073003]"""
eth,2327.1666666666665,3155.1124949527502,7,18.0,15,7,464.99613313001254,8,-12.482554619667136,40.67322560277126,"""[2376.9774774774774, 104.85940925349027, 2.243825908976817, 52.45763367094306, 19.18448455402967, 685.5310421286031, 13.71905891656781]""","""[-0.23814898419864633, -10.999763518839671, -7.003735253354971, -20.27432019447224, -26.417499258086856, -9.871337490037966, -9.96186531203266, -15.093766946314076]"""
eth,2327.1666666666665,3029.10787920761,7,18.5,15,7,448.4410262322091,8,-13.7474130522317,39.04887332646064,"""[2284.6351351351345, 100.6364947502019, 2.243825908976817, 52.45763367094306, 18.623888682331494, 670.4767767534136, 10.013428724462457]""","""[-0.23814898419864633, -10.999763518839671, -12.924405534623059, -21.498052800796994, -26.417499258086856, -9.871337490037966, -12.03331612176402, -15.996780709506375]"""
eth,2327.1666666666665,3353.146436576901,7,19.0,14,7,495.3180004786655,7,-16.29708096767966,43.22612322451065,"""[2284.6351351351345, 100.6364947502019, 1.5091254169702117, 52.45763367094306, 18.623888682331494, 1004.0254825242151, 5.338243170862342]""","""[-2.321396993810798, -16.564167960375546, -13.228366526295789, -21.498052800796994, -29.376015005460847, -15.094786777511295, -15.996780709506375]"""
eth,2327.1666666666665,3332.6216664485173,7,19.5,14,6,575.7051725911562,8,-15.201171137302426,42.961534051474125,"""[2284.6351351351345, 100.6364947502019, 52.45763367094306, 17.603545157757832, 993.5599836620376, 5.338243170862342]""","""[-2.321396993810798, -16.564167960375546, -17.58197447994174, -0.2067113582692231, -22.566748177330986, -29.376015005460847, -16.995574413723887, -15.996780709506375]"""
eth,2327.1666666666665,3288.502426376579,7,20.0,14,6,570.2871293371385,8,-16.65254370578132,42.39278355280271,"""[2284.6351351351345, 100.6364947502019, 52.45763367094306, 17.603545157757832, 961.0517241379309, 5.338243170862342]""","""[-2.321396993810798, -16.564167960375546, -17.58197447994174, -4.630776720844871, -22.566748177330986, -29.376015005460847, -16.995574413723887, -23.183695894761872]"""
