time_period_start;time_period_end;time_open;time_close;price_open;price_high;price_low;price_close;volume_traded;trades_count
2021-06-01T03:30:00.0000000Z;2021-06-01T03:45:00.0000000Z;2021-06-01T03:30:00.3610000Z;2021-06-01T03:44:59.2060000Z;36868.980000000;36868.980000000;36500.000000000;36662.040000000;1156.414200000;20418
2021-06-01T03:45:00.0000000Z;2021-06-01T04:00:00.0000000Z;2021-06-01T03:45:00.1690000Z;2021-06-01T03:59:59.8420000Z;36660.190000000;36799.560000000;36478.000000000;36704.990000000;713.457724000;13972
2021-06-01T04:00:00.0000000Z;2021-06-01T04:15:00.0000000Z;2021-06-01T04:00:00.2030000Z;2021-06-01T04:14:59.9590000Z;36706.800000000;36798.000000000;36561.890000000;36707.250000000;563.795013000;21297
2021-06-01T04:15:00.0000000Z;2021-06-01T04:30:00.0000000Z;2021-06-01T04:15:00.0670000Z;2021-06-01T04:29:59.9220000Z;36707.260000000;36845.680000000;36606.060000000;36845.670000000;382.577310000;19845
2021-06-01T04:30:00.0000000Z;2021-06-01T04:45:00.0000000Z;2021-06-01T04:30:00.0980000Z;2021-06-01T04:44:59.7630000Z;36845.670000000;36957.690000000;36783.640000000;36891.340000000;442.409847000;18561
2021-06-01T04:45:00.0000000Z;2021-06-01T05:00:00.0000000Z;2021-06-01T04:45:00.0780000Z;2021-06-01T04:59:58.6710000Z;36891.350000000;36891.350000000;36734.690000000;36748.010000000;378.325357000;16703
2021-06-01T05:00:00.0000000Z;2021-06-01T05:15:00.0000000Z;2021-06-01T05:00:00.0110000Z;2021-06-01T05:14:59.7120000Z;36748.020000000;36962.340000000;36710.400000000;36872.400000000;443.340378000;9913
2021-06-01T05:15:00.0000000Z;2021-06-01T05:30:00.0000000Z;2021-06-01T05:15:00.1240000Z;2021-06-01T05:29:59.7320000Z;36871.560000000;37050.000000000;36820.050000000;36965.720000000;639.182711000;13130
2021-06-01T05:30:00.0000000Z;2021-06-01T05:45:00.0000000Z;2021-06-01T05:30:00.0110000Z;2021-06-01T05:44:59.5810000Z;36965.720000000;37147.060000000;36951.790000000;37108.130000000;619.304492000;13723
2021-06-01T05:45:00.0000000Z;2021-06-01T06:00:00.0000000Z;2021-06-01T05:45:00.0080000Z;2021-06-01T05:59:59.9940000Z;37108.140000000;37350.000000000;37108.140000000;37266.550000000;901.617685000;19084
2021-06-01T06:00:00.0000000Z;2021-06-01T06:15:00.0000000Z;2021-06-01T06:00:00.0880000Z;2021-06-01T06:14:59.8520000Z;37264.660000000;37443.720000000;37170.000000000;37373.460000000;773.137519000;20514
2021-06-01T06:15:00.0000000Z;2021-06-01T06:30:00.0000000Z;2021-06-01T06:15:00.0280000Z;2021-06-01T06:29:59.5340000Z;37373.460000000;37379.330000000;36999.700000000;37111.870000000;924.517767000;23498
2021-06-01T06:30:00.0000000Z;2021-06-01T06:45:00.0000000Z;2021-06-01T06:30:00.0780000Z;2021-06-01T06:44:59.8880000Z;37111.880000000;37111.880000000;36765.660000000;36837.310000000;732.982003000;22359
2021-06-01T06:45:00.0000000Z;2021-06-01T07:00:00.0000000Z;2021-06-01T06:45:00.0310000Z;2021-06-01T06:59:59.8750000Z;36837.310000000;36968.550000000;36710.190000000;36915.320000000;571.774576000;17538
2021-06-01T07:00:00.0000000Z;2021-06-01T07:15:00.0000000Z;2021-06-01T07:00:00.4070000Z;2021-06-01T07:14:59.9240000Z;36917.600000000;37171.090000000;36800.000000000;36906.630000000;963.302571000;25135
2021-06-01T07:15:00.0000000Z;2021-06-01T07:30:00.0000000Z;2021-06-01T07:15:00.0300000Z;2021-06-01T07:29:59.9910000Z;36906.620000000;36918.880000000;36758.230000000;36769.000000000;643.272658000;21927
2021-06-01T07:30:00.0000000Z;2021-06-01T07:45:00.0000000Z;2021-06-01T07:30:00.0310000Z;2021-06-01T07:44:59.9070000Z;36769.000000000;36878.230000000;36638.710000000;36756.210000000;677.737410000;22909
2021-06-01T07:45:00.0000000Z;2021-06-01T08:00:00.0000000Z;2021-06-01T07:45:00.0080000Z;2021-06-01T07:59:59.9790000Z;36757.380000000;36869.340000000;36717.430000000;36831.580000000;438.070536000;18822
2021-06-01T08:00:00.0000000Z;2021-06-01T08:15:00.0000000Z;2021-06-01T08:00:00.0330000Z;2021-06-01T08:14:59.9770000Z;36831.580000000;36939.810000000;36150.000000000;36266.440000000;1968.936570000;45606
2021-06-01T08:15:00.0000000Z;2021-06-01T08:30:00.0000000Z;2021-06-01T08:15:00.0940000Z;2021-06-01T08:29:59.9570000Z;36266.450000000;36338.240000000;36051.680000000;36170.120000000;1502.084518000;34277
2021-06-01T08:30:00.0000000Z;2021-06-01T08:45:00.0000000Z;2021-06-01T08:30:00.2210000Z;2021-06-01T08:44:59.9720000Z;36171.590000000;36249.100000000;35917.540000000;36050.170000000;1408.640981000;35468
2021-06-01T08:45:00.0000000Z;2021-06-01T09:00:00.0000000Z;2021-06-01T08:45:00.1070000Z;2021-06-01T08:59:59.9850000Z;36050.170000000;36216.050000000;35902.430000000;36197.770000000;927.125320000;25504
2021-06-01T09:00:00.0000000Z;2021-06-01T09:15:00.0000000Z;2021-06-01T09:00:00.0160000Z;2021-06-01T09:14:59.8700000Z;36197.750000000;36357.610000000;36138.780000000;36215.320000000;680.697642000;15982
2021-06-01T09:15:00.0000000Z;2021-06-01T09:30:00.0000000Z;2021-06-01T09:15:00.0240000Z;2021-06-01T09:29:59.8470000Z;36215.320000000;36261.320000000;36043.770000000;36068.420000000;736.780254000;15055
2021-06-01T09:30:00.0000000Z;2021-06-01T09:45:00.0000000Z;2021-06-01T09:30:00.0330000Z;2021-06-01T09:44:59.9490000Z;36070.930000000;36241.180000000;35965.720000000;36226.200000000;735.871719000;14989
2021-06-01T09:45:00.0000000Z;2021-06-01T10:00:00.0000000Z;2021-06-01T09:45:00.3850000Z;2021-06-01T09:59:59.5250000Z;36226.210000000;36362.980000000;36110.380000000;36231.510000000;570.540382000;12255
2021-06-01T10:00:00.0000000Z;2021-06-01T10:15:00.0000000Z;2021-06-01T10:00:00.0920000Z;2021-06-01T10:14:59.6950000Z;36234.100000000;36368.670000000;36095.150000000;36256.320000000;685.096541000;14061
2021-06-01T10:15:00.0000000Z;2021-06-01T10:30:00.0000000Z;2021-06-01T10:15:00.1570000Z;2021-06-01T10:29:59.9040000Z;36256.330000000;36473.990000000;36254.230000000;36452.910000000;857.058583000;14065
2021-06-01T10:30:00.0000000Z;2021-06-01T10:45:00.0000000Z;2021-06-01T10:30:00.5620000Z;2021-06-01T10:44:59.9810000Z;36452.900000000;36517.650000000;36342.480000000;36504.310000000;511.645142000;10744
2021-06-01T10:45:00.0000000Z;2021-06-01T11:00:00.0000000Z;2021-06-01T10:45:00.2250000Z;2021-06-01T10:59:59.7230000Z;36504.310000000;36593.410000000;36232.070000000;36439.600000000;751.039285000;15214
2021-06-01T11:00:00.0000000Z;2021-06-01T11:15:00.0000000Z;2021-06-01T11:00:00.5890000Z;2021-06-01T11:14:59.6590000Z;36439.590000000;36473.450000000;36282.010000000;36402.660000000;505.214023000;11169
2021-06-01T11:15:00.0000000Z;2021-06-01T11:30:00.0000000Z;2021-06-01T11:15:00.7130000Z;2021-06-01T11:29:59.9770000Z;36402.670000000;36761.960000000;36402.670000000;36579.660000000;927.444154000;15924
2021-06-01T11:30:00.0000000Z;2021-06-01T11:45:00.0000000Z;2021-06-01T11:30:00.0260000Z;2021-06-01T11:44:59.9710000Z;36579.660000000;36741.040000000;36555.750000000;36624.990000000;661.591444000;12257
2021-06-01T11:45:00.0000000Z;2021-06-01T12:00:00.0000000Z;2021-06-01T11:45:00.2750000Z;2021-06-01T11:59:59.9730000Z;36625.000000000;36637.400000000;36539.770000000;36596.620000000;390.121204000;8723
2021-06-01T12:00:00.0000000Z;2021-06-01T12:15:00.0000000Z;2021-06-01T12:00:00.0360000Z;2021-06-01T12:14:59.9780000Z;36596.630000000;36597.260000000;36161.000000000;36216.930000000;1442.987394000;20764
2021-06-01T12:15:00.0000000Z;2021-06-01T12:30:00.0000000Z;2021-06-01T12:15:00.0090000Z;2021-06-01T12:29:59.6920000Z;36215.110000000;36332.610000000;36112.010000000;36225.810000000;689.285901000;13007
2021-06-01T12:30:00.0000000Z;2021-06-01T12:45:00.0000000Z;2021-06-01T12:30:00.0260000Z;2021-06-01T12:44:59.9770000Z;36231.980000000;36380.000000000;36231.980000000;36307.780000000;624.268576000;10195
2021-06-01T12:45:00.0000000Z;2021-06-01T13:00:00.0000000Z;2021-06-01T12:45:00.4910000Z;2021-06-01T12:59:59.9690000Z;36308.920000000;36336.570000000;36121.040000000;36164.950000000;608.835112000;12650
2021-06-01T13:00:00.0000000Z;2021-06-01T13:15:00.0000000Z;2021-06-01T13:00:00.0220000Z;2021-06-01T13:14:59.8260000Z;36163.510000000;36230.440000000;35666.000000000;35798.340000000;1902.144847000;35152
2021-06-01T13:15:00.0000000Z;2021-06-01T13:30:00.0000000Z;2021-06-01T13:15:00.2440000Z;2021-06-01T13:29:59.8820000Z;35798.370000000;36639.410000000;35734.210000000;36543.570000000;1920.150976000;33481
2021-06-01T13:30:00.0000000Z;2021-06-01T13:45:00.0000000Z;2021-06-01T13:30:00.0620000Z;2021-06-01T13:44:59.9770000Z;36543.570000000;37440.000000000;36515.290000000;37377.400000000;4230.875856000;65418
2021-06-01T13:45:00.0000000Z;2021-06-01T14:00:00.0000000Z;2021-06-01T13:45:00.0260000Z;2021-06-01T13:59:59.7730000Z;37371.540000000;37399.990000000;36883.040000000;37039.690000000;2197.384097000;34927
2021-06-01T14:00:00.0000000Z;2021-06-01T14:15:00.0000000Z;2021-06-01T14:00:00.0900000Z;2021-06-01T14:14:59.6610000Z;37036.570000000;37289.860000000;36993.940000000;37012.870000000;1339.778758000;24020
2021-06-01T14:15:00.0000000Z;2021-06-01T14:30:00.0000000Z;2021-06-01T14:15:00.0770000Z;2021-06-01T14:29:59.9220000Z;37012.860000000;37012.870000000;36635.000000000;36852.810000000;1357.535078000;24318
2021-06-01T14:30:00.0000000Z;2021-06-01T14:45:00.0000000Z;2021-06-01T14:30:00.0170000Z;2021-06-01T14:44:59.8530000Z;36852.810000000;36959.040000000;36764.130000000;36830.010000000;714.122720000;14303
2021-06-01T14:45:00.0000000Z;2021-06-01T15:00:00.0000000Z;2021-06-01T14:45:00.2220000Z;2021-06-01T14:59:59.6720000Z;36830.000000000;36881.680000000;36478.360000000;36636.710000000;1099.360593000;20469
2021-06-01T15:00:00.0000000Z;2021-06-01T15:15:00.0000000Z;2021-06-01T15:00:00.1800000Z;2021-06-01T15:14:59.9710000Z;36634.420000000;36644.700000000;36202.250000000;36287.540000000;1347.359142000;27391
2021-06-01T15:15:00.0000000Z;2021-06-01T15:30:00.0000000Z;2021-06-01T15:15:00.0740000Z;2021-06-01T15:29:59.8960000Z;36287.540000000;36399.000000000;36134.000000000;36359.860000000;850.388014000;17018
2021-06-01T15:30:00.0000000Z;2021-06-01T15:45:00.0000000Z;2021-06-01T15:30:00.0710000Z;2021-06-01T15:44:59.9690000Z;36359.850000000;36359.860000000;36025.460000000;36273.610000000;786.391749000;17026
2021-06-01T15:45:00.0000000Z;2021-06-01T16:00:00.0000000Z;2021-06-01T15:45:00.0940000Z;2021-06-01T15:59:59.9150000Z;36273.610000000;36279.990000000;36100.300000000;36235.290000000;918.956801000;14216
2021-06-01T16:00:00.0000000Z;2021-06-01T16:15:00.0000000Z;2021-06-01T16:00:00.2290000Z;2021-06-01T16:14:59.3700000Z;36235.280000000;36479.990000000;36021.000000000;36214.830000000;1310.605495000;24583
2021-06-01T16:15:00.0000000Z;2021-06-01T16:30:00.0000000Z;2021-06-01T16:15:00.1850000Z;2021-06-01T16:29:59.9710000Z;36214.780000000;36397.510000000;36164.870000000;36313.000000000;586.012787000;13567
2021-06-01T16:30:00.0000000Z;2021-06-01T16:45:00.0000000Z;2021-06-01T16:30:00.2340000Z;2021-06-01T16:44:59.8210000Z;36312.530000000;36346.780000000;36139.730000000;36275.450000000;927.964960000;15605
2021-06-01T16:45:00.0000000Z;2021-06-01T17:00:00.0000000Z;2021-06-01T16:45:00.1000000Z;2021-06-01T16:59:59.9960000Z;36275.450000000;36277.300000000;35760.000000000;35875.570000000;1493.191634000;28913
2021-06-01T17:00:00.0000000Z;2021-06-01T17:15:00.0000000Z;2021-06-01T17:00:00.0060000Z;2021-06-01T17:14:59.9530000Z;35871.690000000;35997.000000000;35716.660000000;35796.990000000;871.916142000;19047
2021-06-01T17:15:00.0000000Z;2021-06-01T17:30:00.0000000Z;2021-06-01T17:15:00.1640000Z;2021-06-01T17:29:59.9590000Z;35797.020000000;36011.120000000;35779.730000000;35889.990000000;703.830063000;15249
2021-06-01T17:30:00.0000000Z;2021-06-01T17:45:00.0000000Z;2021-06-01T17:30:00.1340000Z;2021-06-01T17:44:59.7110000Z;35889.990000000;36300.000000000;35842.500000000;36118.620000000;820.549430000;17658
2021-06-01T17:45:00.0000000Z;2021-06-01T18:00:00.0000000Z;2021-06-01T17:45:00.1310000Z;2021-06-01T17:59:59.9370000Z;36119.060000000;36199.670000000;36048.140000000;36154.770000000;484.296816000;10457
2021-06-01T18:00:00.0000000Z;2021-06-01T18:15:00.0000000Z;2021-06-01T18:00:00.0730000Z;2021-06-01T18:14:59.6590000Z;36154.640000000;36268.100000000;36087.950000000;36179.090000000;581.934524000;12329
2021-06-01T18:15:00.0000000Z;2021-06-01T18:30:00.0000000Z;2021-06-01T18:15:00.1770000Z;2021-06-01T18:29:59.6420000Z;36179.100000000;36300.000000000;36150.000000000;36215.510000000;687.258913000;12360
2021-06-01T18:30:00.0000000Z;2021-06-01T18:45:00.0000000Z;2021-06-01T18:30:00.1300000Z;2021-06-01T18:44:59.9720000Z;36215.680000000;36492.890000000;36128.000000000;36430.010000000;689.205959000;15069
2021-06-01T18:45:00.0000000Z;2021-06-01T19:00:00.0000000Z;2021-06-01T18:45:00.0310000Z;2021-06-01T18:59:59.8160000Z;36431.720000000;36440.910000000;36205.580000000;36240.690000000;536.177303000;11567
2021-06-01T19:00:00.0000000Z;2021-06-01T19:15:00.0000000Z;2021-06-01T19:00:00.2170000Z;2021-06-01T19:14:59.9230000Z;36240.460000000;36240.490000000;35939.280000000;36010.480000000;1087.277217000;20973
2021-06-01T19:15:00.0000000Z;2021-06-01T19:30:00.0000000Z;2021-06-01T19:15:00.3050000Z;2021-06-01T19:29:59.8130000Z;36010.480000000;36130.820000000;35947.590000000;36089.490000000;713.501593000;12995
2021-06-01T19:30:00.0000000Z;2021-06-01T19:45:00.0000000Z;2021-06-01T19:30:00.2580000Z;2021-06-01T19:44:59.9800000Z;36089.880000000;36094.620000000;35815.450000000;35828.870000000;703.867201000;15414
2021-06-01T19:45:00.0000000Z;2021-06-01T20:00:00.0000000Z;2021-06-01T19:45:00.0710000Z;2021-06-01T19:59:59.9710000Z;35828.870000000;36000.000000000;35726.360000000;35973.870000000;720.862921000;14919
2021-06-01T20:00:00.0000000Z;2021-06-01T20:15:00.0000000Z;2021-06-01T20:00:00.0900000Z;2021-06-01T20:14:59.9750000Z;35973.860000000;36200.000000000;35873.080000000;36080.550000000;673.033383000;15460
2021-06-01T20:15:00.0000000Z;2021-06-01T20:30:00.0000000Z;2021-06-01T20:15:00.0190000Z;2021-06-01T20:29:59.7660000Z;36080.550000000;36170.820000000;36005.750000000;36075.210000000;416.528683000;10389
2021-06-01T20:30:00.0000000Z;2021-06-01T20:45:00.0000000Z;2021-06-01T20:30:00.4920000Z;2021-06-01T20:44:59.8140000Z;36075.210000000;36329.960000000;36067.000000000;36231.680000000;460.162236000;11737
2021-06-01T20:45:00.0000000Z;2021-06-01T21:00:00.0000000Z;2021-06-01T20:45:00.2780000Z;2021-06-01T20:59:59.8860000Z;36230.620000000;36339.600000000;36141.900000000;36327.050000000;450.096530000;10516
2021-06-01T21:00:00.0000000Z;2021-06-01T21:15:00.0000000Z;2021-06-01T21:00:00.0230000Z;2021-06-01T21:14:59.7530000Z;36327.050000000;36379.790000000;36244.160000000;36314.800000000;497.169920000;10059
2021-06-01T21:15:00.0000000Z;2021-06-01T21:30:00.0000000Z;2021-06-01T21:15:00.1650000Z;2021-06-01T21:29:59.9560000Z;36314.810000000;36420.000000000;36275.870000000;36292.060000000;344.660787000;10172
2021-06-01T21:30:00.0000000Z;2021-06-01T21:45:00.0000000Z;2021-06-01T21:30:00.3570000Z;2021-06-01T21:44:59.9970000Z;36292.060000000;36340.900000000;36040.110000000;36089.550000000;442.767609000;13750
2021-06-01T21:45:00.0000000Z;2021-06-01T22:00:00.0000000Z;2021-06-01T21:45:00.0050000Z;2021-06-01T21:59:59.9920000Z;36087.960000000;36474.550000000;36062.530000000;36418.770000000;487.690603000;13547
2021-06-01T22:00:00.0000000Z;2021-06-01T22:15:00.0000000Z;2021-06-01T22:00:00.1610000Z;2021-06-01T22:14:59.9730000Z;36418.770000000;36590.530000000;36318.500000000;36442.370000000;471.486755000;12918
2021-06-01T22:15:00.0000000Z;2021-06-01T22:30:00.0000000Z;2021-06-01T22:15:00.1060000Z;2021-06-01T22:29:59.9820000Z;36442.370000000;36549.990000000;36289.370000000;36310.930000000;536.474302000;12044
2021-06-01T22:30:00.0000000Z;2021-06-01T22:45:00.0000000Z;2021-06-01T22:30:00.0790000Z;2021-06-01T22:44:59.9630000Z;36310.930000000;36447.750000000;36260.610000000;36384.520000000;392.349517000;9053
2021-06-01T22:45:00.0000000Z;2021-06-01T23:00:00.0000000Z;2021-06-01T22:45:00.7700000Z;2021-06-01T22:59:59.9050000Z;36384.510000000;36468.430000000;36213.800000000;36433.690000000;411.637233000;10245
2021-06-01T23:00:00.0000000Z;2021-06-01T23:15:00.0000000Z;2021-06-01T23:00:00.0350000Z;2021-06-01T23:14:59.8800000Z;36433.690000000;36628.330000000;36428.420000000;36497.940000000;433.898312000;11349
2021-06-01T23:15:00.0000000Z;2021-06-01T23:30:00.0000000Z;2021-06-01T23:15:00.0790000Z;2021-06-01T23:29:59.8730000Z;36497.940000000;36777.400000000;36467.360000000;36740.000000000;569.705078000;13381
2021-06-01T23:30:00.0000000Z;2021-06-01T23:45:00.0000000Z;2021-06-01T23:30:00.1420000Z;2021-06-01T23:44:59.8950000Z;36740.010000000;36800.000000000;36645.320000000;36758.380000000;708.419510000;13540
2021-06-01T23:45:00.0000000Z;2021-06-02T00:00:00.0000000Z;2021-06-01T23:45:00.2230000Z;2021-06-01T23:59:59.8770000Z;36758.390000000;36773.080000000;36581.810000000;36693.090000000;428.010737000;9854
2021-06-02T00:00:00.0000000Z;2021-06-02T00:15:00.0000000Z;2021-06-02T00:00:00.3250000Z;2021-06-02T00:14:59.6770000Z;36694.850000000;36900.000000000;36530.620000000;36657.600000000;862.251995000;19437
2021-06-02T00:15:00.0000000Z;2021-06-02T00:30:00.0000000Z;2021-06-02T00:15:00.0570000Z;2021-06-02T00:29:59.8630000Z;36657.590000000;36657.680000000;36229.480000000;36363.340000000;746.275408000;18278
2021-06-02T00:30:00.0000000Z;2021-06-02T00:45:00.0000000Z;2021-06-02T00:30:00.0230000Z;2021-06-02T00:44:59.7880000Z;36363.340000000;36471.200000000;36246.140000000;36457.470000000;445.481056000;12528
2021-06-02T00:45:00.0000000Z;2021-06-02T01:00:00.0000000Z;2021-06-02T00:45:00.2140000Z;2021-06-02T00:59:59.9810000Z;36457.530000000;36549.820000000;36059.120000000;36179.390000000;780.619218000;16931

