

"Start config: is_in_position=False,position=0,lot=50,coinpair=MATIC/USDT,timeframe_in_minutes=15,timeframe=15m,Supertrend_config(length=7, multiplier=4.5)"
2022-08-14 15:57:42.849669,No signal,,,,2022-08-14 15:57:45.323175
